Symbol,Name
NKG,Nuveen Georgia Quality Municipal Income Fund 
NKX,Nuveen California AMT-Free Quality Municipal Income Fund
NL,NL Industries Inc. Common Stock
NLS,Nautilus Inc. Common Stock
NLSN,Nielsen N.V. Ordinary Shares
NLY,Annaly Capital Management Inc Common Stock
NLY.PRF,Annaly Capital Management Inc
NLY.PRG,Annaly Capital Management Inc
NLY.PRI,Annaly Capital Management Inc
NM,Navios Maritime Holdings Inc. Common Stock
NM.PRG,Navios Maritime Holdings Inc.
NM.PRH,Navios Maritime Holdings Inc.
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares
NMI,Nuveen Municipal Income Fund Inc. Common Stock
NMK.PRB,Niagara Mohawk Holdings Inc.
NMK.PRC,Niagara Mohawk Holdings Inc.
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests
NMR,Nomura Holdings Inc ADR American Depositary Shares
NMS,Nuveen Minnesota Quality Municipal Income Fund 
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock
NMY,Nuveen Maryland Quality Municipal Income Fund Common Stock
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share
NNA,Navios Maritime Acquisition Corporation Common stock
NNI,Nelnet Inc. Common Stock
NNN,National Retail Properties Common Stock
NNN.PRF,National Retail Properties
NNY,Nuveen New York Municipal Value Fund Inc. Common Stock
NOA,North American Construction Group Ltd. Common Shares (no par)
NOAH,Noah Holdings Limited
NOC,Northrop Grumman Corporation Common Stock
NOK,Nokia Corporation Sponsored American Depositary Shares
NOM,Nuveen Missouri Quality Municipal Income Fund 
NOMD,Nomad Foods Limited Ordinary Shares
NOV,NOV Inc. Common Stock
NOVA,Sunnova Energy International Inc. Common Stock
NOW,ServiceNow Inc. Common Stock
NP,Neenah Inc. Common Stock
NPK,National Presto Industries Inc. Common Stock
NPN,Nuveen Pennsylvania Municipal Value Fund Common Shares of Beneficial Interest
NPO,EnPro Industries Inc
NPTN,NeoPhotonics Corporation Common Stock
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock
NR,Newpark Resources Inc. Common Stock
NREF,NexPoint Real Estate Finance Inc. Common Stock
NREF.PRA,NexPoint Real Estate Finance Inc.
NRG,NRG Energy Inc. Common Stock
NRGX,PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund 
NRP,Natural Resource Partners LP Limited Partnership
NRT,North European Oil Royality Trust Common Stock
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes)
NRZ,New Residential Investment Corp. Common Stock
NRZ.PRA,New Residential Investment Corp.
NRZ.PRB,New Residential Investment Corp.
NRZ.PRC,New Residential Investment Corp.
NS,Nustar Energy L.P.  Common Units
NS.PRA,Nustar Energy L.P.
NS.PRB,Nustar Energy L.P.
NS.PRC,Nustar Energy L.P.
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest
NSA.PRA,National Storage Affiliates Trust
NSC,Norfolk Southern Corporation Common Stock
NSCO,Nesco Holdings Inc. Common Stock
NSCO.WS,Nesco Holdings Inc Redeemable Warrants exercisable for Class A Ordinary Shares at an exercise price of $11.50 per share
NSH,NavSight Holdings Inc. Class A Common Stock
NSH.U,NavSight Holdings Inc. Units each consisting of one share of Class A Common Stock and one-half of one Warrant
NSH.WS,NavSight Holdings Inc. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per whole share
NSL,Nuveen Senior Income Fund Common Stock
NSP,Insperity Inc. Common Stock
NSS,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares
NTCO,Natura &Co Holding S.A. American Depositary Shares 
NTG,Tortoise Midstream Energy Fund Inc. Common Stock
NTP,Nam Tai Property Inc. Common Stock
NTR,Nutrien Ltd. Common Shares
NTST,NetSTREIT Corp. Common Stock
NTZ,Natuzzi S.p.A.
NUE,Nucor Corporation Common Stock
NUM,Nuveen Michigan Quality Municipal Income Fund Common Stock
NUO,Nuveen Ohio Quality Municipal Income Fund Common Stock
NUS,Nu Skin Enterprises Inc. Common Stock
NUV,Nuveen Municipal Value Fund Inc. Common Stock
NUW,Nuveen AMT-Free Municipal Value Fund
NVG,Nuveen AMT-Free Municipal Credit Income Fund 
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands)
NVO,Novo Nordisk A/S Common Stock
NVR,NVR Inc. Common Stock
NVRO,Nevro Corp. Common Stock
NVS,Novartis AG Common Stock
NVST,Envista Holdings Corporation Common Stock
NVT,nVent Electric plc Ordinary Shares 
NVTA,Invitae Corporation Common Stock
NWG,NatWest Group plc American Depositary Shares
NWHM,New Home Company Inc. (The) Common Stock
NWN,Northwest Natural Holding Company Common Stock
NX,Quanex Building Products Corporation Common Stock
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock
NXJ,Nuveen New Jersey Qualified Municipal Fund 
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock
NXP,Nuveen Select Tax Free Income Portfolio Common Stock
NXQ,Nuveen Select Tax Free Income Portfolio II Common Stock
NXR,Nuveen Select Tax Free Income Portfolio III Common Stock
NXRT,NexPoint Residential Trust Inc. Common Stock
NYC,New York City REIT Inc. Class A Common Stock
NYCB,New York Community Bancorp Inc. Common Stock
NYCB.PRA,New York Community Bancorp Inc.
NYCB.PRU,New York Community Bancorp Inc.
NYT,New York Times Company (The) Common Stock
NYV,Nuveen New York Municipal Value Fund 2 Common Shares of Beneficial Interest
NZF,Nuveen Municipal Credit Income Fund 
O,Realty Income Corporation Common Stock
OAC,Oaktree Acquisition Corp. Class A Ordinary Shares
OAC.U,Oaktree Acquisition Corp. Units each consisting of one Class A ordinary share $0.0001 par value and one-third of one redeemable warrant
OAC.WS,Oaktree Acquisition Corp. Warrants each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50
OACB,Oaktree Acquisition Corp. II Class A Ordinary Shares
OACB.U,Oaktree Acquisition Corp. II Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant
OACB.WS,Oaktree Acquisition Corp. II Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
OAK.PRA,Oaktree Capital Group LLC
OAK.PRB,Oaktree Capital Group LLC
OC,Owens Corning Inc Common Stock New
OCA,Omnichannel Acquisition Corp.
OCA.U,Omnichannel Acquisition Corp. Units each consisting of one share of Class A common stock and one-half of one redeemable warrant
OCA.WS,Omnichannel Acquisition Corp.
OCFT,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing three ordinary shares
OCN,Ocwen Financial Corporation NEW Common Stock
ODC,Oil-Dri Corporation Of America Common Stock
OEC,Orion Engineered Carbons S.A Common Shares
OFC,Corporate Office Properties Trust Common Stock
OFG,OFG Bancorp Common Stock
OFG.PRA,OFG Bancorp
OFG.PRB,OFG Bancorp
OFG.PRD,OFG Bancorp
OGE,OGE Energy Corp Common Stock
OGS,ONE Gas Inc. Common Stock
OHI,Omega Healthcare Investors Inc. Common Stock
OI,O-I Glass Inc. Common Stock
OIA,Invesco Municipal Income Opportunities Trust Common Stock
OIBR.C,Oi S.A. American Depositary Shares (Each representing 1 Common Share)
OII,Oceaneering International Inc. Common Stock
OIS,Oil States International Inc. Common Stock
OKE,ONEOK Inc. Common Stock
OLN,Olin Corporation Common Stock
OLP,One Liberty Properties Inc. Common Stock
OMC,Omnicom Group Inc. Common Stock
OMF,OneMain Holdings Inc. Common Stock
OMI,Owens & Minor Inc. Common Stock
ONE,OneSmart International Education Group Limited ADS
ONTO,Onto Innovation Inc. Common Stock
OOMA,Ooma Inc. Common Stock
OPP,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. Common Stock
OPP.PRA,RiverNorth/DoubleLine Strategic Opportunity Fund Inc.
OPY,Oppenheimer Holdings Inc. Class A Common Stock (DE)
OR,Osisko Gold Royalties Ltd Common Shares
ORA,Ormat Technologies Inc. Common Stock
ORAN,Orange
ORC,Orchid Island Capital Inc. Common Stock
ORCC,Owl Rock Capital Corporation Common Stock
ORCL,Oracle Corporation Common Stock
ORI,Old Republic International Corporation Common Stock
ORN,Orion Group Holdings Inc. Common
OSB,Norbord Inc. Common Stock
OSG,Overseas Shipholding Group Inc. Class A Common Stock
OSH,Oak Street Health Inc. Common Stock
OSK,Oshkosh Corporation (Holding Company)Common Stock
OTIS,Otis Worldwide Corporation Common Stock 
OUT,OUTFRONT Media Inc. Common Stock
OVV,Ovintiv Inc. (DE)
OXM,Oxford Industries Inc. Common Stock
OXY,Occidental Petroleum Corporation Common Stock
OXY.WS,Occidental Petroleum Corporation Warrants 
PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares)
PACE,TPG Pace Tech Opportunities Corp. Class A Ordinary Shares
PACE.U,TPG Pace Tech Opportunities Corp. Units each consisting of one Class A ordinary share and one-fifth of one Warrant
PACE.WS,TPG Pace Tech Opportunities Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share
PACK,Ranpak Holdings Corp Class A Common Stock
PAG,Penske Automotive Group Inc. Common Stock
PAGS,PagSeguro Digital Ltd. Class A Common Shares
PAI,Western Asset Investment Grade Income Fund Inc.
PAM,Pampa Energia S.A. Pampa Energia S.A.
PANA,Panacea Acquisition Corp. Class A Common Stock
PANA.U,Panacea Acquisition Corp. Units each consisting of one share of Class A common stock and one-third of one redeemable warrant
PANA.WS,Panacea Acquisition Corp. Redeemable warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
PANW,Palo Alto Networks Inc. Common Stock
PAR,PAR Technology Corporation Common Stock
PARR,Par Pacific Holdings Inc.  Common Stock
PAYC,Paycom Software Inc. Common Stock
PB,Prosperity Bancshares Inc. Common Stock
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada)
PBB,Prospect Capital Corporation 6.25% Notes due 2024
PBC,Prospect Capital Corporation 6.875% Notes due 2029
PBF,PBF Energy Inc. Class A Common Stock
PBFX,PBF Logistics LP Common Units representing limited partner interests
PBH,Prestige Consumer Healthcare Inc. Common Stock
PBI,Pitney Bowes Inc. Common Stock
PBI.PRB,Pitney Bowes Inc.
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock
PBR.A,Petroleo Brasileiro S.A.- Petrobras American Depositary Shares
PBT,Permian Basin Royalty Trust Common Stock
PBY,Prospect Capital Corporation 6.25% Notes due 2028
PCF,High Income Securities Fund Common Stock
PCG,Pacific Gas & Electric Co. Common Stock
PCGU,Pacific Gas & Electric Co. Equity Unit
PCI,PIMCO Dynamic Credit and Mortgage Income Fund Common Shares of Beneficial Interest
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest
PCM,PCM Fund Inc. Common Stock
PCN,Pimco Corporate & Income Strategy Fund Common Stock
PCPC.U,Periphas Capital Partnering Corporation CAPS each consisting of one share of Class A common stock and one-quarter of one redeemable warrant
PCPL,CC Neuberger Principal Holdings I Class A Ordinary Shares
PCPL.U,CC Neuberger Principal Holdings I Units each consisting of one Class A ordinary share and one-fourth of one Redeemable Warrant
PCPL.WS,CC Neuberger Principal Holdings I Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
PCQ,PIMCO California Municipal Income Fund Common Stock
PD,PagerDuty Inc. Common Stock
PDAC,Peridot Acquisition Corp. Class A Ordinary Shares
PDAC.U,Peridot Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant
PDAC.WS,Peridot Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
PDI,PIMCO Dynamic Income Fund Common Stock
PDM,Piedmont Office Realty Trust Inc. Class A Common Stock
PDS,Precision Drilling Corporation Common Stock
PDT,John Hancock Premium Dividend Fund
PEAK,Healthpeak Properties Inc. Common Stock
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest
PEB.PRC,Pebblebrook Hotel Trust
PEB.PRD,Pebblebrook Hotel Trust
PEB.PRE,Pebblebrook Hotel Trust
PEB.PRF,Pebblebrook Hotel Trust
PEG,Public Service Enterprise Group Incorporated Common Stock
PEI,Pennsylvania Real Estate Investment Trust Common Stock
PEI.PRB,Pennsylvania Real Estate Investment Trust
PEI.PRC,Pennsylvania Real Estate Investment Trust
PEI.PRD,Pennsylvania Real Estate Investment Trust
PEN,Penumbra Inc. Common Stock
PEO,Adams Natural Resources Fund Inc. Common Stock
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated
PFE,Pfizer Inc. Common Stock
PFGC,Performance Food Group Company Common Stock
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest
PFN,PIMCO Income Strategy Fund II
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated
PFS,Provident Financial Services Inc Common Stock
PFSI,PennyMac Financial Services Inc. Common Stock
PG,Procter & Gamble Company (The) Common Stock
PGP,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest
PGR,Progressive Corporation (The) Common Stock
PGRE,Paramount Group Inc. Common Stock
PGTI,PGT Innovations Inc.
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest
PH,Parker-Hannifin Corporation Common Stock
PHD,Pioneer Floating Rate Trust Pioneer Floating Rate Trust Shares of Beneficial Interest
PHG,Koninklijke Philips N.V. NY Registry Shares
PHI,PLDT Inc. Sponsored ADR
PHK,Pimco High Income Fund Pimco High Income Fund
PHM,PulteGroup Inc. Common Stock
PHR,Phreesia Inc. Common Stock
PHT,Pioneer High Income Trust Common Shares of Beneficial Interest
PHX,PHX Minerals Inc. Common Stock
PIAI,Prime Impact Acquisition I Class A Ordinary Shares
PIAI.U,Prime Impact Acquisition I Units each consisting of one Class A ordinary share and one-third of a redeemable Warrant to acquire one Class A ordinary share
PIAI.WS,Prime Impact Acquisition I Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
PII,Polaris Inc. Common Stock
PIM,Putnam Master Intermediate Income Trust Common Stock
PINE,Alpine Income Property Trust Inc. Common Stock
PING,Ping Identity Holding Corp. Common Stock
PINS,Pinterest Inc. Class A Common Stock
PIPP,Pine Island Acquisition Corp.
PIPP.U,Pine Island Acquisition Corp. Units each consisting of one share of Class A common stock and one-third of one redeemable warrant
PIPP.WS,Pine Island Acquisition Corp.
PIPR,Piper Sandler Companies Common Stock
PJT,PJT Partners Inc. Class A Common Stock
PK,Park Hotels & Resorts Inc. Common Stock 
PKE,Park Aerospace Corp. Common Stock
PKG,Packaging Corporation of America Common Stock
PKI,PerkinElmer Inc. Common Stock
PKO,Pimco Income Opportunity Fund Common Shares of Beneficial Interest
PKX,POSCO Common Stock
PLAN,Anaplan Inc. Common Stock
PLD,Prologis Inc. Common Stock
PLNT,Planet Fitness Inc. Common Stock
PLOW,Douglas Dynamics Inc. Common Stock
PLT,Plantronics Inc. Common Stock
PLTR,Palantir Technologies Inc. Class A Common Stock
PLYM,Plymouth Industrial REIT Inc. Common Stock
PM,Philip Morris International Inc Common Stock
PMF,PIMCO Municipal Income Fund Common Stock
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest
PMM,Putnam Managed Municipal Income Trust Common Stock
PMO,Putnam Municipal Opportunities Trust Common Stock
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest
PMT.PRA,PennyMac Mortgage Investment Trust
PMT.PRB,PennyMac Mortgage Investment Trust
PMVC,PMV Consumer Acquisition Corp. Class A Common Stock
PMVC.U,PMV Consumer Acquisition Corp. Units each consisting of one share of Class A common stock and one-half of one redeemable warrant
PMVC.WS,PMV Consumer Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest
PNC,PNC Financial Services Group Inc. (The) Common Stock
PNC.PRP,PNC Financial Services Group Inc. (The)
PNF,PIMCO New York Municipal Income Fund Common Stock
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest
PNM,PNM Resources Inc. (Holding Co.) Common Stock
PNR,Pentair plc. Ordinary Share
PNTM.U,Pontem Corporation
PNW,Pinnacle West Capital Corporation Common Stock
POR,Portland General Electric Co Common Stock
POST,Post Holdings Inc. Common Stock
PPG,PPG Industries Inc. Common Stock
PPL,PPL Corporation Common Stock
PPR,Voya Prime Rate Trust Shares of Beneficial Interest
PPT,Putnam Premier Income Trust Common Stock
PPX,PPL Capital Funding Inc. 2013 Series B Junior Subordinated Notes due 2073
PQG,PQ Group Holdings Inc. Common Stock
PRA,ProAssurance Corporation Common Stock
PRE.PRG,PartnerRe Ltd.
PRE.PRH,PartnerRe Ltd.
PRE.PRI,PartnerRe Ltd.
PRG,PROG Holdings Inc. Common Stock
PRGO,Perrigo Company plc Ordinary Shares
PRI,Primerica Inc. Common Stock
PRIF.PRA,Priority Income Fund Inc.
PRIF.PRB,Priority Income Fund Inc.
PRIF.PRC,Priority Income Fund Inc.
PRIF.PRD,Priority Income Fund Inc.
PRIF.PRE,Priority Income Fund Inc.
PRIF.PRF,Priority Income Fund Inc.
PRLB,Proto Labs Inc. Common stock
PRMW,Primo Water Corporation Common Stock
PRO,PROS Holdings Inc. Common Stock
PROS,ProSight Global Inc. Common Stock
PRPB,CC Neuberger Principal Holdings II Class A Ordinary Shares
PRPB.U,CC Neuberger Principal Holdings II Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant
PRPB.WS,CC Neuberger Principal Holdings II Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058
PRSP,Perspecta Inc. Common Stock 
PRT,PermRock Royalty Trust Trust Units
PRTY,Party City Holdco Inc. Common Stock
PRU,Prudential Financial Inc. Common Stock
PSA,Public Storage Common Stock
PSA.PRB,Public Storage
PSA.PRC,Public Storage
PSA.PRD,Public Storage
PSA.PRE,Public Storage
PSA.PRF,Public Storage
PSA.PRG,Public Storage
PSA.PRH,Public Storage
PSA.PRI,Public Storage
PSA.PRJ,Public Storage
PSA.PRK,Public Storage
PSA.PRL,Public Storage
PSA.PRM,Public Storage
PSA.PRN,Public Storage
PSA.PRO,Public Storage
PSB,PS Business Parks Inc. Common Stock
PSB.PRW,PS Business Parks Inc.
PSB.PRX,PS Business Parks Inc.
PSB.PRY,PS Business Parks Inc.
PSB.PRZ,PS Business Parks Inc.
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock
PSN,Parsons Corporation Common Stock
PSO,Pearson Plc Common Stock
PSTG,Pure Storage Inc. Class A Common Stock
PSTH,Pershing Square Tontine Holdings Ltd. Class A Common Stock
PSTH.WS,Pershing Square Tontine Holdings Ltd. Warrants exercisable for one share of Class A Common Stock for $23.00 per share
PSTL,Postal Realty Trust Inc. Class A Common Stock
PSX,Phillips 66 Common Stock
PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest
PTR,PetroChina Company Limited Common Stock
PTY,Pimco Corporate & Income Opportunity Fund
PUK,Prudential Public Limited Company Common Stock
PUK.PR,Prudential Public Limited Company
PUK.PRA,Prudential Public Limited Company
PUMP,ProPetro Holding Corp. Common Stock
PVG,Pretium Resources Inc. Ordinary Shares (Canada)
PVH,PVH Corp. Common Stock
PVL,Permianville Royalty Trust Trust Units 
PWR,Quanta Services Inc. Common Stock
PXD,Pioneer Natural Resources Company Common Stock
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest
PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest
PZN,Pzena Investment Management Inc Class A Common Stock
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share
QEP,QEP Resources Inc. Common Stock
QGEN,Qiagen N.V. Common Shares 
QS,QuantumScape Corporation Class A Common Stock
QS.WS,QuantumScape Corporation Warrants
QSR,Restaurant Brands International Inc. Common Shares
QTS,QTS Realty Trust Inc. Class A Common Stock
QTS.PRA,QTS Realty Trust Inc.
QTS.PRB,QTS Realty Trust Inc.
QTWO,Q2 Holdings Inc. Common Stock
QUAD,Quad Graphics Inc Class A Common Stock
QUOT,Quotient Technology Inc. Common Stock
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067
R,Ryder System Inc. Common Stock
RA,Brookfield Real Assets Income Fund Inc. Common Stock
RACE,Ferrari N.V. Common Shares
RAD,Rite Aid Corporation Common Stock
RAMP,LiveRamp Holdings Inc. Common Stock
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock
RBAC,RedBall Acquisition Corp. Class A Ordinary Shares
RBAC.U,RedBall Acquisition Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
RBAC.WS,RedBall Acquisition Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share
RBC,Regal Beloit Corporation Common Stock
RC,Ready Capital Corproation Common Stock
RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026
RCI,Rogers Communication Inc. Common Stock
RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock
RCP,Ready Capital Corporation 6.50% Senior Notes due 2021
RCS,PIMCO Strategic Income Fund Inc.
RCUS,Arcus Biosciences Inc. Common Stock
RDN,Radian Group Inc. Common Stock
RDS.A,Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each representing two Class A Ordinary Shares)
RDS/B,Royal Dutch Shell PLC
RDY,Dr. Reddy's Laboratories Ltd Common Stock
RE,Everest Re Group Ltd. Common Stock
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share)
RENN,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares
RES,RPC Inc. Common Stock
REV,Revlon Inc. New Common Stock
REVG,REV Group Inc. Common Stock
REX,REX American Resources Corporation
REXR,Rexford Industrial Realty Inc. Common Stock
REXR.PRA,Rexford Industrial Realty Inc.
REXR.PRB,Rexford Industrial Realty Inc.
REXR.PRC,Rexford Industrial Realty Inc.
REZI,Resideo Technologies Inc. Common Stock 
RF,Regions Financial Corporation Common Stock
RF.PRA,Regions Financial Corporation
RF.PRB,Regions Financial Corporation
RF.PRC,Regions Financial Corporation
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock
RFL,Rafael Holdings Inc. Class B Common Stock
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock
RFP,Resolute Forest Products Inc. Common Stock
RGA,Reinsurance Group of America Incorporated Common Stock
RGR,Sturm Ruger & Company Inc. Common Stock
RGS,Regis Corporation Common Stock
RGT,Royce Global Value Trust Inc. Common Stock
RH,RH Common Stock
RHI,Robert Half International Inc. Common Stock
RHP,Ryman Hospitality Properties Inc. (REIT)
RICE,Rice Acquisition Corp. Class A Common Stock
RICE.U,Rice Acquisition Corp. Uts each consisting of one share of Class A common stock and one-half of one warrant
RICE.WS,Rice Acquisition Corp. Warrants exercisable for one share of Class A common stock at an exercise price of $11.50 per share
RIG,Transocean Ltd (Switzerland) Common Stock
RIO,Rio Tinto Plc Common Stock
RIV,RiverNorth Opportunities Fund Inc. Common Stock
RJF,Raymond James Financial Inc. Common Stock
RKT,Rocket Companies Inc. Class A Common Stock
RL,Ralph Lauren Corporation Common Stock
RLGY,Realogy Holdings Corp. Common Stock
RLH,Red Lions Hotels Corporation Common Stock
RLI,RLI Corp. Common Stock (DE)
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value
RLJ.PRA,RLJ Lodging Trust
RM,Regional Management Corp. Common Stock
RMAX,RE/MAX Holdings Inc. Class A Common Stock
RMD,ResMed Inc. Common Stock
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock
RMO,Romeo Power Inc. Class A Common Stock
RMO.WS,Romeo Power Inc. Warrants 
RMPL.PR,RiverNorth Specialty Finance Corporation
RMT,Royce Micro-Cap Trust Inc. Common Stock
RNG,RingCentral Inc. Class A Common Stock
RNGR,Ranger Energy Services Inc. Class A Common Stock
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares
RNR,RenaissanceRe Holdings Ltd. Common Stock
RNR.PRE,RenaissanceRe Holdings Ltd.
RNR.PRF,RenaissanceRe Holdings Ltd.
ROG,Rogers Corporation Common Stock
ROK,Rockwell Automation Inc. Common Stock
ROL,Rollins Inc. Common Stock
ROP,Roper Technologies Inc. Common Stock
ROT.U,Rotor Acquisition Corp.
RPAI,Retail Properties of America Inc. Class A Common Stock
RPLA,Replay Acquisition Corp. Ordinary Shares
RPLA.U,Replay Acquisition Corp. Units each consisting of one Ordinary Share and one-half of one Warrant
RPLA.WS,Replay Acquisition Corp. Warrants each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50
RPM,RPM International Inc. Common Stock
RPT,RPT Realty Common Stock
RPT.PRD,RPT Realty
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares
RRC,Range Resources Corporation Common Stock
RRD,R.R. Donnelley & Sons Company Common Stock
RS,Reliance Steel & Aluminum Co. Common Stock (DE)
RSF,RiverNorth Specialty Finance Corporation
RSG,Republic Services Inc. Common Stock
RSI,Rush Street Interactive Inc. Class A Common Stock
RSI.WS,Rush Street Interactive Inc. Warrants
RTP,Reinvent Technology Partners Class A Ordinary Shares
RTP.U,Reinvent Technology Partners Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant
RTP.WS,Reinvent Technology Partners Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
RTPZ,Reinvent Technology Partners Z
RTPZ.U,Reinvent Technology Partners Z Unit
RTPZ.WS,Reinvent Technology Partners Z
RTX,Raytheon Technologies Corporation Common Stock
RVI,Retail Value Inc. Common Stock 
RVLV,Revolve Group Inc. Class A Common Stock
RVT,Royce Value Trust Inc. Common Stock
RWT,Redwood Trust Inc. Common Stock
RXN,Rexnord Corporation Common Stock
RY,Royal Bank Of Canada Common Stock
RY.PRT,Royal Bank Of Canada
RYAM,Rayonier Advanced Materials Inc. Common Stock
RYB,RYB Education Inc. American depositary shares each representing one Class A ordinary share
RYI,Ryerson Holding Corporation Common Stock
RYN,Rayonier Inc. REIT Common Stock
RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056
SA,Seabridge Gold Inc. Ordinary Shares (Canada)
SAF,Saratoga Investment Corp 6.25% Notes due 2023
SAFE,Safehold Inc. Common Stock
SAH,Sonic Automotive Inc. Common Stock
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock
SAIL,SailPoint Technologies Holdings Inc. Common Stock
SAK,Saratoga Investment Corp 7.25% Notes due 2025
SALT,Scorpio Bulkers Inc. Common Stock
SAM,Boston Beer Company Inc. (The) Common Stock
SAN,Banco Santander S.A. Sponsored ADR (Spain)
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada)
SAP,SAP  SE ADS
SAR,Saratoga Investment Corp New
SAVE,Spirit Airlines Inc. Common Stock
SB,Safe Bulkers Inc Common Stock ($0.001 par value)
SB.PRC,Safe Bulkers Inc
